county,year,month,births
"Sullivan County, TN",2018,March,39
"Sullivan County, TN",2018,April,30
"Sullivan County, TN",2018,May,45
"Sullivan County, TN",2018,June,31
"Sullivan County, TN",2018,July,45
"Sullivan County, TN",2018,August,47
"Sullivan County, TN",2018,September,44
"Sullivan County, TN",2018,October,38
"Sullivan County, TN",2018,November,35
"Sullivan County, TN",2018,December,43
"Sullivan County, TN",2019,January,35
"Sullivan County, TN",2019,February,38
"Sullivan County, TN",2019,March,53
"Sullivan County, TN",2019,April,39
"Sullivan County, TN",2019,May,38
"Sullivan County, TN",2019,June,51
"Sullivan County, TN",2019,July,45
"Sullivan County, TN",2019,August,37
"Sullivan County, TN",2019,September,42
"Sullivan County, TN",2019,October,38
"Sullivan County, TN",2019,November,39
"Sullivan County, TN",2019,December,39
"Sumner County, TN",2016,January,52
"Sumner County, TN",2016,February,60
"Sumner County, TN",2016,March,54
"Sumner County, TN",2016,April,55
"Sumner County, TN",2016,May,65
"Sumner County, TN",2016,June,50
"Sumner County, TN",2016,July,67
"Sumner County, TN",2016,August,65
"Sumner County, TN",2016,September,50
"Sumner County, TN",2016,October,60
"Sumner County, TN",2016,November,53
"Sumner County, TN",2016,December,64
"Sumner County, TN",2017,January,61
"Sumner County, TN",2017,February,48
"Sumner County, TN",2017,March,58
"Sumner County, TN",2017,April,63
"Sumner County, TN",2017,May,60
"Sumner County, TN",2017,June,58
"Sumner County, TN",2017,July,71
"Sumner County, TN",2017,August,64
"Sumner County, TN",2017,September,76
"Sumner County, TN",2017,October,66
"Sumner County, TN",2017,November,73
"Sumner County, TN",2017,December,47
"Sumner County, TN",2018,January,45
"Sumner County, TN",2018,February,54
"Sumner County, TN",2018,March,51
"Sumner County, TN",2018,April,51
"Sumner County, TN",2018,May,50
"Sumner County, TN",2018,June,67
"Sumner County, TN",2018,July,72
"Sumner County, TN",2018,August,55
"Sumner County, TN",2018,September,51
"Sumner County, TN",2018,October,80
"Sumner County, TN",2018,November,69
"Sumner County, TN",2018,December,51
"Sumner County, TN",2019,January,46
"Sumner County, TN",2019,February,41
"Sumner County, TN",2019,March,69
"Sumner County, TN",2019,April,50
"Sumner County, TN",2019,May,68
"Sumner County, TN",2019,June,50
"Sumner County, TN",2019,July,63
"Sumner County, TN",2019,August,56
"Sumner County, TN",2019,September,54
"Sumner County, TN",2019,October,51
"Sumner County, TN",2019,November,66
"Sumner County, TN",2019,December,65
"Washington County, TN",2016,January,44
"Washington County, TN",2016,February,34
"Washington County, TN",2016,March,50
"Washington County, TN",2016,April,33
"Washington County, TN",2016,May,37
"Washington County, TN",2016,June,42
"Washington County, TN",2016,July,45
"Washington County, TN",2016,August,41
"Washington County, TN",2016,September,40
"Washington County, TN",2016,October,54
"Washington County, TN",2016,November,31
"Washington County, TN",2016,December,39
"Washington County, TN",2017,January,45
"Washington County, TN",2017,February,40
"Washington County, TN",2017,March,40
"Washington County, TN",2017,April,44
"Washington County, TN",2017,May,46
"Washington County, TN",2017,June,49
"Washington County, TN",2017,July,44
"Washington County, TN",2017,August,39
"Washington County, TN",2017,September,40
"Washington County, TN",2017,October,34
"Washington County, TN",2017,November,36
"Washington County, TN",2017,December,42
"Washington County, TN",2018,January,30
"Washington County, TN",2018,February,45
"Washington County, TN",2018,March,46
"Washington County, TN",2018,April,37
"Washington County, TN",2018,May,41
"Washington County, TN",2018,June,42
"Washington County, TN",2018,July,54
"Washington County, TN",2018,August,54
"Washington County, TN",2018,September,43
"Washington County, TN",2018,October,34
"Washington County, TN",2018,November,33
"Washington County, TN",2018,December,45
"Washington County, TN",2019,January,38
"Washington County, TN",2019,February,46
"Washington County, TN",2019,March,35
"Washington County, TN",2019,April,42
"Washington County, TN",2019,May,28
"Washington County, TN",2019,June,30
"Washington County, TN",2019,July,39
"Washington County, TN",2019,August,50
"Washington County, TN",2019,September,44
"Washington County, TN",2019,October,37
"Washington County, TN",2019,November,32
"Washington County, TN",2019,December,26
"Williamson County, TN",2016,January,60
"Williamson County, TN",2016,February,58
"Williamson County, TN",2016,March,60
"Williamson County, TN",2016,April,51
"Williamson County, TN",2016,May,70
"Williamson County, TN",2016,June,61
"Williamson County, TN",2016,July,73
"Williamson County, TN",2016,August,64
"Williamson County, TN",2016,September,86
"Williamson County, TN",2016,October,72
"Williamson County, TN",2016,November,58
"Williamson County, TN",2016,December,75
"Williamson County, TN",2017,January,78
"Williamson County, TN",2017,February,60
"Williamson County, TN",2017,March,47
"Williamson County, TN",2017,April,71
"Williamson County, TN",2017,May,44
"Williamson County, TN",2017,June,42
"Williamson County, TN",2017,July,51
"Williamson County, TN",2017,August,51
"Williamson County, TN",2017,September,72
"Williamson County, TN",2017,October,97
"Williamson County, TN",2017,November,85
"Williamson County, TN",2017,December,58
"Williamson County, TN",2018,January,73
"Williamson County, TN",2018,February,45
"Williamson County, TN",2018,March,75
"Williamson County, TN",2018,April,66
"Williamson County, TN",2018,May,71
"Williamson County, TN",2018,June,80
"Williamson County, TN",2018,July,80
"Williamson County, TN",2018,August,74
"Williamson County, TN",2018,September,65
"Williamson County, TN",2018,October,60
"Williamson County, TN",2018,November,72
"Williamson County, TN",2018,December,74
"Williamson County, TN",2019,January,76
"Williamson County, TN",2019,February,65
"Williamson County, TN",2019,March,70
"Williamson County, TN",2019,April,51
"Williamson County, TN",2019,May,63
"Williamson County, TN",2019,June,62
"Williamson County, TN",2019,July,72
"Williamson County, TN",2019,August,65
"Williamson County, TN",2019,September,83
"Williamson County, TN",2019,October,71
"Williamson County, TN",2019,November,75
"Williamson County, TN",2019,December,62
"Wilson County, TN",2016,January,46
"Wilson County, TN",2016,February,55
"Wilson County, TN",2016,March,47
"Wilson County, TN",2016,April,50
"Wilson County, TN",2016,May,47
"Wilson County, TN",2016,June,39
"Wilson County, TN",2016,July,41
"Wilson County, TN",2016,August,57
"Wilson County, TN",2016,September,42
"Wilson County, TN",2016,October,63
"Wilson County, TN",2016,November,42
"Wilson County, TN",2016,December,40
"Wilson County, TN",2017,January,47
"Wilson County, TN",2017,February,39
"Wilson County, TN",2017,March,41
"Wilson County, TN",2017,April,27
"Wilson County, TN",2017,May,37
"Wilson County, TN",2017,June,35
"Wilson County, TN",2017,July,51
"Wilson County, TN",2017,August,50
"Wilson County, TN",2017,September,47
"Wilson County, TN",2017,October,65
"Wilson County, TN",2017,November,38
"Wilson County, TN",2017,December,42
"Wilson County, TN",2018,January,41
"Wilson County, TN",2018,February,30
"Wilson County, TN",2018,March,43
"Wilson County, TN",2018,April,47
"Wilson County, TN",2018,May,38
"Wilson County, TN",2018,June,59
"Wilson County, TN",2018,July,57
"Wilson County, TN",2018,August,57
"Wilson County, TN",2018,September,54
"Wilson County, TN",2018,October,41
"Wilson County, TN",2018,November,56
"Wilson County, TN",2018,December,41
"Wilson County, TN",2019,January,44
"Wilson County, TN",2019,February,48
"Wilson County, TN",2019,March,42
"Wilson County, TN",2019,April,55
"Wilson County, TN",2019,May,47
"Wilson County, TN",2019,June,54
"Wilson County, TN",2019,July,43
"Wilson County, TN",2019,August,60
"Wilson County, TN",2019,September,47
"Wilson County, TN",2019,October,70
"Wilson County, TN",2019,November,41
"Wilson County, TN",2019,December,60
"Bell County, TX",2016,January,251
"Bell County, TX",2016,February,235
"Bell County, TX",2016,March,251
"Bell County, TX",2016,April,224
"Bell County, TX",2016,May,281
"Bell County, TX",2016,June,222
"Bell County, TX",2016,July,237
"Bell County, TX",2016,August,298
"Bell County, TX",2016,September,277
"Bell County, TX",2016,October,251
"Bell County, TX",2016,November,233
"Bell County, TX",2016,December,252
"Bell County, TX",2017,January,220
"Bell County, TX",2017,February,212
"Bell County, TX",2017,March,244
"Bell County, TX",2017,April,219
"Bell County, TX",2017,May,241
"Bell County, TX",2017,June,216
"Bell County, TX",2017,July,281
"Bell County, TX",2017,August,295
"Bell County, TX",2017,September,283
"Bell County, TX",2017,October,291
"Bell County, TX",2017,November,274
"Bell County, TX",2017,December,320
"Bell County, TX",2018,January,281
"Bell County, TX",2018,February,210
"Bell County, TX",2018,March,218
"Bell County, TX",2018,April,239
"Bell County, TX",2018,May,237
"Bell County, TX",2018,June,212
"Bell County, TX",2018,July,284
"Bell County, TX",2018,August,263
"Bell County, TX",2018,September,285
"Bell County, TX",2018,October,248
"Bell County, TX",2018,November,265
"Bell County, TX",2018,December,258
"Bell County, TX",2019,January,287
"Bell County, TX",2019,February,244
"Bell County, TX",2019,March,239
"Bell County, TX",2019,April,224
"Bell County, TX",2019,May,242
"Bell County, TX",2019,June,255
"Bell County, TX",2019,July,257
"Bell County, TX",2019,August,276
"Bell County, TX",2019,September,270
"Bell County, TX",2019,October,215
"Bell County, TX",2019,November,248
"Bell County, TX",2019,December,246
"Bexar County, TX",2016,January,970
"Bexar County, TX",2016,February,813
"Bexar County, TX",2016,March,924
"Bexar County, TX",2016,April,849
"Bexar County, TX",2016,May,901
"Bexar County, TX",2016,June,967
"Bexar County, TX",2016,July,1004
"Bexar County, TX",2016,August,968
"Bexar County, TX",2016,September,1010
"Bexar County, TX",2016,October,984
"Bexar County, TX",2016,November,917
"Bexar County, TX",2016,December,1021
"Bexar County, TX",2017,January,1007
"Bexar County, TX",2017,February,854
"Bexar County, TX",2017,March,958
"Bexar County, TX",2017,April,833
"Bexar County, TX",2017,May,885
"Bexar County, TX",2017,June,864
"Bexar County, TX",2017,July,922
"Bexar County, TX",2017,August,936
"Bexar County, TX",2017,September,993
"Bexar County, TX",2017,October,870
"Bexar County, TX",2017,November,872
"Bexar County, TX",2017,December,893
"Bexar County, TX",2018,January,899
"Bexar County, TX",2018,February,800
"Bexar County, TX",2018,March,765
"Bexar County, TX",2018,April,715
"Bexar County, TX",2018,May,823
"Bexar County, TX",2018,June,854
"Bexar County, TX",2018,July,865
"Bexar County, TX",2018,August,897
"Bexar County, TX",2018,September,887
"Bexar County, TX",2018,October,858
"Bexar County, TX",2018,November,868
"Bexar County, TX",2018,December,872
"Bexar County, TX",2019,January,821
"Bexar County, TX",2019,February,708
"Bexar County, TX",2019,March,794
"Bexar County, TX",2019,April,747
"Bexar County, TX",2019,May,812
"Bexar County, TX",2019,June,759
"Bexar County, TX",2019,July,800
"Bexar County, TX",2019,August,846
"Bexar County, TX",2019,September,875
"Bexar County, TX",2019,October,822
"Bexar County, TX",2019,November,773
"Bexar County, TX",2019,December,819
"Brazoria County, TX",2016,January,156
"Brazoria County, TX",2016,February,151
"Brazoria County, TX",2016,March,162
"Brazoria County, TX",2016,April,146
"Brazoria County, TX",2016,May,174
"Brazoria County, TX",2016,June,154
"Brazoria County, TX",2016,July,165
"Brazoria County, TX",2016,August,151
"Brazoria County, TX",2016,September,174
"Brazoria County, TX",2016,October,153
"Brazoria County, TX",2016,November,149
"Brazoria County, TX",2016,December,139
"Brazoria County, TX",2017,January,144
"Brazoria County, TX",2017,February,114
"Brazoria County, TX",2017,March,143
"Brazoria County, TX",2017,April,143
"Brazoria County, TX",2017,May,133
"Brazoria County, TX",2017,June,150
"Brazoria County, TX",2017,July,157
"Brazoria County, TX",2017,August,184
"Brazoria County, TX",2017,September,160
"Brazoria County, TX",2017,October,170
"Brazoria County, TX",2017,November,135
"Brazoria County, TX",2017,December,164
"Brazoria County, TX",2018,January,147
"Brazoria County, TX",2018,February,140
"Brazoria County, TX",2018,March,124
"Brazoria County, TX",2018,April,137
"Brazoria County, TX",2018,May,132
"Brazoria County, TX",2018,June,132
"Brazoria County, TX",2018,July,132
"Brazoria County, TX",2018,August,154
"Brazoria County, TX",2018,September,148
"Brazoria County, TX",2018,October,173
"Brazoria County, TX",2018,November,147
"Brazoria County, TX",2018,December,141
"Brazoria County, TX",2019,January,127
"Brazoria County, TX",2019,February,139
"Brazoria County, TX",2019,March,133
"Brazoria County, TX",2019,April,136
"Brazoria County, TX",2019,May,157
"Brazoria County, TX",2019,June,152
"Brazoria County, TX",2019,July,140
"Brazoria County, TX",2019,August,154
"Brazoria County, TX",2019,September,168
"Brazoria County, TX",2019,October,136
"Brazoria County, TX",2019,November,121
"Brazoria County, TX",2019,December,156
"Brazos County, TX",2016,January,102
"Brazos County, TX",2016,February,93
"Brazos County, TX",2016,March,91
"Brazos County, TX",2016,April,109
"Brazos County, TX",2016,May,98
"Brazos County, TX",2016,June,101
"Brazos County, TX",2016,July,107
"Brazos County, TX",2016,August,88
"Brazos County, TX",2016,September,93
"Brazos County, TX",2016,October,114
"Brazos County, TX",2016,November,92
"Brazos County, TX",2016,December,96
"Brazos County, TX",2017,January,107
"Brazos County, TX",2017,February,95
"Brazos County, TX",2017,March,84
"Brazos County, TX",2017,April,85
"Brazos County, TX",2017,May,89
"Brazos County, TX",2017,June,90
"Brazos County, TX",2017,July,92
"Brazos County, TX",2017,August,98
"Brazos County, TX",2017,September,106
"Brazos County, TX",2017,October,111
"Brazos County, TX",2017,November,82
"Brazos County, TX",2017,December,87
"Brazos County, TX",2018,January,109
"Brazos County, TX",2018,February,89
"Brazos County, TX",2018,March,96
"Brazos County, TX",2018,April,83
"Brazos County, TX",2018,May,91
"Brazos County, TX",2018,June,94
"Brazos County, TX",2018,July,88
"Brazos County, TX",2018,August,94
"Brazos County, TX",2018,September,83
"Brazos County, TX",2018,October,81
"Brazos County, TX",2018,November,75
"Brazos County, TX",2018,December,88
"Brazos County, TX",2019,January,78
"Brazos County, TX",2019,February,77
"Brazos County, TX",2019,March,69
"Brazos County, TX",2019,April,91
"Brazos County, TX",2019,May,80
"Brazos County, TX",2019,June,84
"Brazos County, TX",2019,July,101
"Brazos County, TX",2019,August,97
"Brazos County, TX",2019,September,96
"Brazos County, TX",2019,October,86
"Brazos County, TX",2019,November,82
"Brazos County, TX",2019,December,101
"Cameron County, TX",2016,January,208
"Cameron County, TX",2016,February,171
"Cameron County, TX",2016,March,254
"Cameron County, TX",2016,April,208
"Cameron County, TX",2016,May,226
"Cameron County, TX",2016,June,207
"Cameron County, TX",2016,July,252
"Cameron County, TX",2016,August,253
"Cameron County, TX",2016,September,248
"Cameron County, TX",2016,October,235
"Cameron County, TX",2016,November,182
"Cameron County, TX",2016,December,174
"Cameron County, TX",2017,January,171
"Cameron County, TX",2017,February,158
"Cameron County, TX",2017,March,150
"Cameron County, TX",2017,April,173
"Cameron County, TX",2017,May,170
"Cameron County, TX",2017,June,176
"Cameron County, TX",2017,July,191
"Cameron County, TX",2017,August,194
"Cameron County, TX",2017,September,174
"Cameron County, TX",2017,October,179
"Cameron County, TX",2017,November,193
"Cameron County, TX",2017,December,172
"Cameron County, TX",2018,January,212
"Cameron County, TX",2018,February,173
"Cameron County, TX",2018,March,163
"Cameron County, TX",2018,April,153
"Cameron County, TX",2018,May,190
"Cameron County, TX",2018,June,172
"Cameron County, TX",2018,July,157
"Cameron County, TX",2018,August,170
"Cameron County, TX",2018,September,237
"Cameron County, TX",2018,October,201
"Cameron County, TX",2018,November,181
"Cameron County, TX",2018,December,174
"Cameron County, TX",2019,January,194
"Cameron County, TX",2019,February,147
"Cameron County, TX",2019,March,165
"Cameron County, TX",2019,April,138
"Cameron County, TX",2019,May,178
"Cameron County, TX",2019,June,154
"Cameron County, TX",2019,July,185
"Cameron County, TX",2019,August,186
"Cameron County, TX",2019,September,191
"Cameron County, TX",2019,October,185
"Cameron County, TX",2019,November,173
"Cameron County, TX",2019,December,175
"Collin County, TX",2016,January,340
"Collin County, TX",2016,February,318
"Collin County, TX",2016,March,341
"Collin County, TX",2016,April,330
"Collin County, TX",2016,May,362
"Collin County, TX",2016,June,328
"Collin County, TX",2016,July,329
"Collin County, TX",2016,August,371
"Collin County, TX",2016,September,364
"Collin County, TX",2016,October,369
"Collin County, TX",2016,November,325
"Collin County, TX",2016,December,304
"Collin County, TX",2017,January,329
"Collin County, TX",2017,February,267
"Collin County, TX",2017,March,352
"Collin County, TX",2017,April,316
"Collin County, TX",2017,May,291
"Collin County, TX",2017,June,321
"Collin County, TX",2017,July,325
"Collin County, TX",2017,August,370
"Collin County, TX",2017,September,360
"Collin County, TX",2017,October,358
"Collin County, TX",2017,November,359
"Collin County, TX",2017,December,384
"Collin County, TX",2018,January,383
"Collin County, TX",2018,February,303
"Collin County, TX",2018,March,381
"Collin County, TX",2018,April,339
"Collin County, TX",2018,May,385
"Collin County, TX",2018,June,382
"Collin County, TX",2018,July,353
"Collin County, TX",2018,August,375
"Collin County, TX",2018,September,360
"Collin County, TX",2018,October,372
"Collin County, TX",2018,November,360
"Collin County, TX",2018,December,365
"Collin County, TX",2019,January,334
"Collin County, TX",2019,February,352
"Collin County, TX",2019,March,334
"Collin County, TX",2019,April,411
"Collin County, TX",2019,May,395
"Collin County, TX",2019,June,376
"Collin County, TX",2019,July,417
"Collin County, TX",2019,August,359
"Collin County, TX",2019,September,445
"Collin County, TX",2019,October,404
"Collin County, TX",2019,November,379
"Collin County, TX",2019,December,369
"Comal County, TX",2016,January,43
"Comal County, TX",2016,February,35
"Comal County, TX",2016,March,35
"Comal County, TX",2016,April,44
"Comal County, TX",2016,May,34
"Comal County, TX",2016,June,38
"Comal County, TX",2016,July,35
"Comal County, TX",2016,August,48
"Comal County, TX",2016,September,53
"Comal County, TX",2016,October,45
"Comal County, TX",2016,November,43
"Comal County, TX",2016,December,40
"Comal County, TX",2017,January,42
"Comal County, TX",2017,February,59
"Comal County, TX",2017,March,38
"Comal County, TX",2017,April,29
"Comal County, TX",2017,May,55
"Comal County, TX",2017,June,33
"Comal County, TX",2017,July,33
"Comal County, TX",2017,August,48
"Comal County, TX",2017,September,32
"Comal County, TX",2017,October,44
"Comal County, TX",2017,November,40
"Comal County, TX",2017,December,44
"Comal County, TX",2018,January,46
"Comal County, TX",2018,February,32
"Comal County, TX",2018,March,47
"Comal County, TX",2018,April,31
"Comal County, TX",2018,May,29
"Comal County, TX",2018,June,31
"Comal County, TX",2018,July,41
"Comal County, TX",2018,August,50
"Comal County, TX",2018,September,35
"Comal County, TX",2018,October,36
"Comal County, TX",2018,November,40
"Comal County, TX",2018,December,36
"Comal County, TX",2019,January,50
"Comal County, TX",2019,February,26
"Comal County, TX",2019,March,45
"Comal County, TX",2019,April,42
"Comal County, TX",2019,May,43
"Comal County, TX",2019,June,42
"Comal County, TX",2019,July,34
"Comal County, TX",2019,August,52
"Comal County, TX",2019,September,50
"Comal County, TX",2019,October,44
"Comal County, TX",2019,November,38
"Comal County, TX",2019,December,32
"Dallas County, TX",2016,January,1949
"Dallas County, TX",2016,February,1848
"Dallas County, TX",2016,March,1854
"Dallas County, TX",2016,April,1805
"Dallas County, TX",2016,May,1878
"Dallas County, TX",2016,June,1891
"Dallas County, TX",2016,July,2117
"Dallas County, TX",2016,August,2095
"Dallas County, TX",2016,September,1931
"Dallas County, TX",2016,October,1931
"Dallas County, TX",2016,November,1792
"Dallas County, TX",2016,December,1758
"Dallas County, TX",2017,January,1602
"Dallas County, TX",2017,February,1415
"Dallas County, TX",2017,March,1442
"Dallas County, TX",2017,April,1386
"Dallas County, TX",2017,May,1472
"Dallas County, TX",2017,June,1550
"Dallas County, TX",2017,July,1602
"Dallas County, TX",2017,August,1665
"Dallas County, TX",2017,September,1656
"Dallas County, TX",2017,October,1662
"Dallas County, TX",2017,November,1609
"Dallas County, TX",2017,December,1509
"Dallas County, TX",2018,January,1524
"Dallas County, TX",2018,February,1318
"Dallas County, TX",2018,March,1450
"Dallas County, TX",2018,April,1309
"Dallas County, TX",2018,May,1385
"Dallas County, TX",2018,June,1513
"Dallas County, TX",2018,July,1592
"Dallas County, TX",2018,August,1650
"Dallas County, TX",2018,September,1568
"Dallas County, TX",2018,October,1571
"Dallas County, TX",2018,November,1496
"Dallas County, TX",2018,December,1494
"Dallas County, TX",2019,January,1465
"Dallas County, TX",2019,February,1320
"Dallas County, TX",2019,March,1315
"Dallas County, TX",2019,April,1326
"Dallas County, TX",2019,May,1483
"Dallas County, TX",2019,June,1385
"Dallas County, TX",2019,July,1594
"Dallas County, TX",2019,August,1624
"Dallas County, TX",2019,September,1600
"Dallas County, TX",2019,October,1606
"Dallas County, TX",2019,November,1413
"Dallas County, TX",2019,December,1451
"Denton County, TX",2016,January,313
"Denton County, TX",2016,February,300
"Denton County, TX",2016,March,304
"Denton County, TX",2016,April,271
"Denton County, TX",2016,May,308
"Denton County, TX",2016,June,282
"Denton County, TX",2016,July,348
"Denton County, TX",2016,August,375
"Denton County, TX",2016,September,351
"Denton County, TX",2016,October,348
"Denton County, TX",2016,November,298
"Denton County, TX",2016,December,331
"Denton County, TX",2017,January,290
"Denton County, TX",2017,February,258
"Denton County, TX",2017,March,300
"Denton County, TX",2017,April,271
"Denton County, TX",2017,May,303
"Denton County, TX",2017,June,281
"Denton County, TX",2017,July,290
"Denton County, TX",2017,August,328
"Denton County, TX",2017,September,350
"Denton County, TX",2017,October,338
"Denton County, TX",2017,November,314
"Denton County, TX",2017,December,319
"Denton County, TX",2018,January,342
"Denton County, TX",2018,February,283
"Denton County, TX",2018,March,291
"Denton County, TX",2018,April,263
"Denton County, TX",2018,May,284
"Denton County, TX",2018,June,324
"Denton County, TX",2018,July,307
"Denton County, TX",2018,August,315
"Denton County, TX",2018,September,328
"Denton County, TX",2018,October,342
"Denton County, TX",2018,November,334
"Denton County, TX",2018,December,303
"Denton County, TX",2019,January,327
"Denton County, TX",2019,February,311
"Denton County, TX",2019,March,302
"Denton County, TX",2019,April,290
"Denton County, TX",2019,May,308
"Denton County, TX",2019,June,316
"Denton County, TX",2019,July,342
"Denton County, TX",2019,August,346
"Denton County, TX",2019,September,370
"Denton County, TX",2019,October,319
"Denton County, TX",2019,November,322
"Denton County, TX",2019,December,322
"Ector County, TX",2016,January,86
"Ector County, TX",2016,February,90
"Ector County, TX",2016,March,75
"Ector County, TX",2016,April,90
"Ector County, TX",2016,May,89
"Ector County, TX",2016,June,66
"Ector County, TX",2016,July,86
"Ector County, TX",2016,August,102
"Ector County, TX",2016,September,100
"Ector County, TX",2016,October,125
"Ector County, TX",2016,November,119
"Ector County, TX",2016,December,97
"Ector County, TX",2017,January,106
"Ector County, TX",2017,February,97
"Ector County, TX",2017,March,85
"Ector County, TX",2017,April,77
"Ector County, TX",2017,May,106
"Ector County, TX",2017,June,100
"Ector County, TX",2017,July,101
"Ector County, TX",2017,August,133
"Ector County, TX",2017,September,117
"Ector County, TX",2017,October,113
"Ector County, TX",2017,November,111
"Ector County, TX",2017,December,94
"Ector County, TX",2018,January,108
"Ector County, TX",2018,February,94
"Ector County, TX",2018,March,111
"Ector County, TX",2018,April,114
"Ector County, TX",2018,May,112
"Ector County, TX",2018,June,99
"Ector County, TX",2018,July,103
"Ector County, TX",2018,August,129
"Ector County, TX",2018,September,112
"Ector County, TX",2018,October,124
"Ector County, TX",2018,November,119
"Ector County, TX",2018,December,118
"Ector County, TX",2019,January,125
"Ector County, TX",2019,February,106
"Ector County, TX",2019,March,101
"Ector County, TX",2019,April,107
"Ector County, TX",2019,May,94
"Ector County, TX",2019,June,105
"Ector County, TX",2019,July,126
"Ector County, TX",2019,August,132
"Ector County, TX",2019,September,112
"Ector County, TX",2019,October,102
"Ector County, TX",2019,November,77
"Ector County, TX",2019,December,105
"Ellis County, TX",2016,January,83
"Ellis County, TX",2016,February,81
"Ellis County, TX",2016,March,95
"Ellis County, TX",2016,April,67
"Ellis County, TX",2016,May,88
"Ellis County, TX",2016,June,78
"Ellis County, TX",2016,July,107
"Ellis County, TX",2016,August,98
"Ellis County, TX",2016,September,98
"Ellis County, TX",2016,October,90
"Ellis County, TX",2016,November,92
"Ellis County, TX",2016,December,70
"Ellis County, TX",2017,January,86
"Ellis County, TX",2017,February,75
"Ellis County, TX",2017,March,75
"Ellis County, TX",2017,April,84
"Ellis County, TX",2017,May,79
"Ellis County, TX",2017,June,76
"Ellis County, TX",2017,July,99
"Ellis County, TX",2017,August,91
"Ellis County, TX",2017,September,97
"Ellis County, TX",2017,October,68
"Ellis County, TX",2017,November,85
"Ellis County, TX",2017,December,87
"Ellis County, TX",2018,January,73
"Ellis County, TX",2018,February,71
"Ellis County, TX",2018,March,69
"Ellis County, TX",2018,April,63
"Ellis County, TX",2018,May,56
"Ellis County, TX",2018,June,82
"Ellis County, TX",2018,July,69
"Ellis County, TX",2018,August,85
"Ellis County, TX",2018,September,78
"Ellis County, TX",2018,October,85
"Ellis County, TX",2018,November,61
"Ellis County, TX",2018,December,79
"Ellis County, TX",2019,January,83
"Ellis County, TX",2019,February,59
"Ellis County, TX",2019,March,65
"Ellis County, TX",2019,April,74
"Ellis County, TX",2019,May,78
"Ellis County, TX",2019,June,75
"Ellis County, TX",2019,July,65
"Ellis County, TX",2019,August,76
"Ellis County, TX",2019,September,79
"Ellis County, TX",2019,October,57
"Ellis County, TX",2019,November,71
"Ellis County, TX",2019,December,66
"El Paso County, TX",2016,January,509
"El Paso County, TX",2016,February,508
"El Paso County, TX",2016,March,534
"El Paso County, TX",2016,April,511
"El Paso County, TX",2016,May,475
"El Paso County, TX",2016,June,529
"El Paso County, TX",2016,July,554
"El Paso County, TX",2016,August,567
"El Paso County, TX",2016,September,612
"El Paso County, TX",2016,October,500
"El Paso County, TX",2016,November,526
"El Paso County, TX",2016,December,490
"El Paso County, TX",2017,January,492
"El Paso County, TX",2017,February,429
"El Paso County, TX",2017,March,470
"El Paso County, TX",2017,April,424
"El Paso County, TX",2017,May,456
"El Paso County, TX",2017,June,473
"El Paso County, TX",2017,July,473
"El Paso County, TX",2017,August,533
"El Paso County, TX",2017,September,455
"El Paso County, TX",2017,October,478
"El Paso County, TX",2017,November,441
"El Paso County, TX",2017,December,397
"El Paso County, TX",2018,January,444
"El Paso County, TX",2018,February,368
"El Paso County, TX",2018,March,418
"El Paso County, TX",2018,April,361
"El Paso County, TX",2018,May,363
"El Paso County, TX",2018,June,419
"El Paso County, TX",2018,July,426
"El Paso County, TX",2018,August,430
"El Paso County, TX",2018,September,469
"El Paso County, TX",2018,October,410
"El Paso County, TX",2018,November,385
"El Paso County, TX",2018,December,430
"El Paso County, TX",2019,January,419
"El Paso County, TX",2019,February,401
"El Paso County, TX",2019,March,410
"El Paso County, TX",2019,April,443
"El Paso County, TX",2019,May,437
"El Paso County, TX",2019,June,418
"El Paso County, TX",2019,July,484
"El Paso County, TX",2019,August,469
"El Paso County, TX",2019,September,467
"El Paso County, TX",2019,October,464
"El Paso County, TX",2019,November,396
"El Paso County, TX",2019,December,392
"Fort Bend County, TX",2016,January,343
"Fort Bend County, TX",2016,February,334
"Fort Bend County, TX",2016,March,342
"Fort Bend County, TX",2016,April,336
"Fort Bend County, TX",2016,May,349
"Fort Bend County, TX",2016,June,349
"Fort Bend County, TX",2016,July,399
"Fort Bend County, TX",2016,August,356
"Fort Bend County, TX",2016,September,345
"Fort Bend County, TX",2016,October,348
"Fort Bend County, TX",2016,November,349
"Fort Bend County, TX",2016,December,348
"Fort Bend County, TX",2017,January,317
"Fort Bend County, TX",2017,February,284
"Fort Bend County, TX",2017,March,361
"Fort Bend County, TX",2017,April,276
"Fort Bend County, TX",2017,May,316
"Fort Bend County, TX",2017,June,327
"Fort Bend County, TX",2017,July,313
"Fort Bend County, TX",2017,August,320
"Fort Bend County, TX",2017,September,332
"Fort Bend County, TX",2017,October,350
"Fort Bend County, TX",2017,November,342
"Fort Bend County, TX",2017,December,310
"Fort Bend County, TX",2018,January,316
"Fort Bend County, TX",2018,February,239
"Fort Bend County, TX",2018,March,291
"Fort Bend County, TX",2018,April,309
"Fort Bend County, TX",2018,May,276
"Fort Bend County, TX",2018,June,292
"Fort Bend County, TX",2018,July,308
"Fort Bend County, TX",2018,August,322
"Fort Bend County, TX",2018,September,316
"Fort Bend County, TX",2018,October,277
"Fort Bend County, TX",2018,November,260
"Fort Bend County, TX",2018,December,307
"Fort Bend County, TX",2019,January,259
"Fort Bend County, TX",2019,February,265
